id,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
14432,57,34,58,54,36,53,48,42,51,56,68,68,65,60,69,42,80,82,72,37,65,59,51,51,47,54,58,60,59,6,14,8,14.0,9.0
16999,56,46,47,58,38,59,42,38,51,59,65,61,85,57,78,51,47,55,48,44,46,42,52,50,45,40,39,46,41,7,9,9,10.0,13.0
9104,62,67,72,62,62,64,53,67,57,68,44,33,39,67,34,73,76,33,82,65,71,18,67,59,68,65,29,28,20,8,16,6,10.0,12.0
14227,47,38,54,63,31,59,32,36,54,63,64,62,67,61,69,51,60,59,59,36,58,58,35,56,48,60,62,63,58,11,7,7,10.0,6.0
17523,11,5,14,15,5,11,14,10,21,10,15,26,32,41,38,38,46,23,56,5,18,14,7,34,16,38,9,11,11,58,56,51,55.0,56.0
18510,32,25,49,53,32,43,39,32,47,46,57,64,55,52,61,44,37,46,41,28,59,49,30,46,44,40,44,47,51,6,6,8,10.0,8.0
4023,75,69,53,73,75,72,74,75,72,73,57,54,71,72,64,73,60,65,63,76,70,70,70,70,63,65,68,70,66,9,12,16,9.0,16.0
16550,61,49,56,58,46,41,42,57,73,74,61,55,65,51,74,50,70,51,60,26,57,46,51,60,24,17,18,7,5,12,12,8,,
11228,42,66,74,60,58,61,48,42,45,64,52,41,32,55,33,67,73,63,84,60,64,24,65,43,65,55,25,20,21,15,15,9,9.0,16.0
6668,68,69,37,67,65,70,68,69,65,70,66,68,71,60,66,71,51,72,73,69,31,56,65,69,62,62,48,43,29,8,11,12,7.0,10.0
14966,46,33,59,53,42,46,47,30,51,47,48,39,45,52,54,54,70,69,81,48,68,57,40,44,42,49,58,59,56,6,13,14,12.0,11.0
7955,59,57,44,67,60,72,71,51,64,69,62,68,67,65,70,68,46,68,49,63,46,29,68,71,55,69,46,37,46,8,13,7,12.0,14.0
12920,49,55,51,68,43,59,53,47,64,63,66,65,52,59,75,59,59,65,56,56,66,54,58,66,49,56,58,62,60,11,11,10,13.0,15.0
4682,60,62,44,64,52,80,72,70,62,75,87,79,85,57,91,60,61,66,52,62,45,44,63,65,55,78,47,52,49,9,14,13,10.0,14.0
15605,52,57,57,57,47,64,62,50,47,58,74,72,75,60,65,53,75,61,73,55,59,37,62,63,57,55,44,35,37,13,9,6,8.0,9.0
15244,56,52,50,62,44,65,51,38,57,64,71,70,71,63,73,53,58,65,52,51,62,49,61,59,46,58,51,55,54,6,8,12,10.0,12.0
16321,39,46,53,61,34,56,48,54,57,59,59,57,61,57,65,55,60,73,63,51,54,57,54,55,46,54,57,58,55,12,7,8,9.0,15.0
6928,36,19,66,66,28,49,31,21,57,61,55,34,58,67,64,48,75,55,66,26,68,69,22,35,35,64,71,70,68,7,15,13,11.0,11.0
7704,48,55,63,68,35,60,55,60,66,63,68,72,52,72,48,51,70,69,64,55,70,70,43,51,49,55,73,62,58,8,9,6,13.0,6.0
17595,47,21,43,48,27,51,38,28,41,50,66,66,53,46,68,24,50,65,57,20,54,55,46,42,38,39,45,55,50,6,7,11,9.0,8.0
12017,59,64,60,60,55,65,57,51,49,65,77,75,63,61,70,63,76,68,69,60,43,35,62,51,62,59,39,38,31,13,11,5,7.0,5.0
10473,64,58,54,61,51,61,60,68,57,65,75,73,59,63,62,66,70,73,70,68,67,62,64,66,63,66,62,61,62,12,6,8,9.0,8.0
12934,50,63,39,64,48,66,45,52,59,63,71,67,64,66,71,59,53,63,55,51,55,38,60,64,48,57,40,43,46,10,11,5,14.0,8.0
3273,32,21,83,62,30,31,28,49,66,55,51,58,46,64,60,63,88,71,92,41,71,67,25,38,35,55,68,70,66,14,8,10,8.0,12.0
14738,62,63,42,58,54,67,49,44,51,62,64,62,57,55,65,71,43,49,45,55,35,24,61,58,63,48,29,34,31,8,8,13,7.0,6.0
2110,53,26,71,68,26,51,45,29,48,62,59,69,33,70,37,61,81,64,84,24,75,73,28,33,38,73,76,75,74,12,14,14,7.0,11.0
6579,59,54,57,71,59,53,57,56,58,66,66,69,63,68,84,73,65,72,60,70,71,67,65,62,48,68,68,72,69,8,12,8,14.0,6.0
2131,45,38,73,63,21,55,44,30,62,63,65,64,68,72,64,37,81,77,80,34,79,75,38,49,39,65,74,74,70,15,13,14,9.0,7.0
4246,73,52,59,73,54,61,62,48,71,64,78,76,65,71,76,59,67,67,54,62,61,64,60,59,74,70,70,72,67,10,7,8,7.0,12.0
14722,12,14,15,26,13,16,13,11,29,19,49,41,50,58,57,44,55,41,51,11,25,25,13,36,13,44,15,14,19,62,58,58,60.0,62.0
2884,72,55,71,67,57,69,83,64,65,66,76,80,78,70,77,80,86,80,79,68,87,70,73,72,67,73,70,70,68,9,13,7,14.0,11.0
5749,27,34,70,59,29,42,37,26,54,52,59,62,56,69,49,50,76,70,78,28,76,69,45,32,46,60,68,69,69,12,8,6,7.0,7.0
18343,43,26,44,50,35,49,43,49,45,49,48,54,64,48,67,49,58,71,70,37,65,49,33,51,38,39,48,47,46,12,6,12,14.0,9.0
1616,40,33,79,69,35,58,45,25,65,65,51,54,55,72,55,61,79,51,77,39,71,78,28,50,36,72,78,78,74,5,10,5,5.0,5.0
9274,64,52,44,58,30,70,61,31,51,63,80,79,80,62,65,60,65,80,70,50,58,60,64,66,32,65,54,65,60,13,8,6,8.0,14.0
2893,68,76,75,67,71,74,68,51,60,68,85,92,75,72,69,77,88,74,74,67,62,35,70,68,61,70,37,38,40,9,8,8,7.0,12.0
4069,62,72,63,68,65,66,64,60,52,68,83,83,77,70,75,72,78,74,67,65,54,34,74,62,59,60,33,28,28,9,10,11,15.0,12.0
16836,52,48,39,62,37,59,39,48,54,66,68,69,65,54,66,49,49,61,55,43,41,22,50,49,51,51,29,22,28,12,9,9,9.0,10.0
13251,10,7,12,25,5,8,13,14,28,12,55,45,48,52,40,44,57,21,51,8,39,7,4,57,14,47,6,10,10,64,60,58,61.0,63.0
7317,69,38,60,66,41,62,49,39,62,64,74,73,66,66,77,54,76,77,73,37,68,60,64,62,42,65,58,65,64,8,10,6,15.0,11.0
17721,51,42,40,58,40,52,49,44,55,56,69,68,70,50,73,51,47,60,54,50,46,46,48,56,43,52,39,51,43,8,10,11,6.0,7.0
16963,52,23,37,40,23,51,32,27,26,58,70,66,65,56,76,25,50,64,58,21,48,49,54,35,34,39,53,55,56,11,9,9,12.0,12.0
17058,35,60,47,53,44,56,41,42,36,54,70,62,63,61,67,51,60,57,65,46,52,38,56,54,58,53,42,33,33,13,10,13,9.0,11.0
1667,78,32,52,72,41,77,48,66,64,74,85,81,84,70,85,70,71,86,60,49,68,65,52,62,47,72,68,68,72,7,11,11,16.0,12.0
6191,54,56,44,70,52,69,50,51,68,68,81,82,82,68,85,64,65,92,66,67,86,65,62,66,48,65,65,70,66,6,6,5,11.0,15.0
6018,55,68,63,60,62,71,53,41,57,67,77,82,74,69,64,70,80,70,74,66,43,34,68,58,52,63,20,15,17,15,9,11,7.0,11.0
171,75,63,75,84,47,78,71,53,82,81,53,64,61,80,62,81,76,85,78,70,84,82,70,76,90,85,81,84,82,13,12,6,8.0,8.0
1398,63,34,75,80,45,67,50,62,81,73,66,72,54,76,46,76,76,67,83,49,70,80,55,67,53,80,75,76,75,6,13,8,7.0,14.0
8602,65,59,50,64,33,64,51,55,59,62,80,77,76,62,70,59,68,69,60,42,52,62,54,52,46,50,58,64,62,9,8,9,6.0,10.0
993,51,80,74,72,65,76,62,45,48,75,80,86,66,70,43,81,92,71,90,69,42,19,71,61,72,67,37,20,19,11,9,13,11.0,9.0
75,68,64,54,80,56,78,49,49,74,81,74,64,78,87,92,71,70,82,70,65,87,88,72,77,54,82,88,90,85,15,12,10,7.0,10.0
17536,49,53,43,51,44,58,49,49,43,53,63,64,70,59,68,50,42,54,49,44,48,38,53,52,48,51,44,52,46,14,12,12,13.0,6.0
6341,38,74,72,54,55,60,50,41,36,66,69,73,70,63,68,68,77,78,69,63,38,18,73,45,70,65,18,20,12,10,7,13,14.0,15.0
1223,72,74,39,74,53,80,70,61,71,75,86,84,77,72,83,76,62,70,55,76,33,29,70,73,50,62,37,22,28,10,12,6,5.0,7.0
12029,58,63,45,59,51,65,56,60,49,63,79,73,89,59,86,60,56,68,48,59,43,25,62,61,65,62,33,37,38,15,14,6,14.0,10.0
8676,63,60,44,60,44,70,62,50,57,69,80,77,73,59,68,56,63,57,62,57,48,28,61,60,64,58,26,33,32,12,10,6,10.0,16.0
1343,30,36,82,68,29,45,26,25,73,60,35,38,34,68,47,46,78,73,81,21,78,75,25,46,34,78,84,76,72,6,13,9,6.0,9.0
2293,44,28,78,62,24,49,38,37,52,59,54,72,59,71,43,41,78,74,90,31,81,71,31,32,33,70,68,76,75,8,7,7,14.0,13.0
2608,73,65,50,75,49,76,77,77,70,76,76,76,74,71,70,72,69,62,67,76,74,64,67,81,68,76,63,65,60,15,11,10,7.0,7.0
16328,59,47,41,52,52,61,57,48,45,60,74,75,68,47,70,61,42,52,40,49,41,22,49,56,57,56,35,27,23,7,6,14,6.0,10.0
1142,72,68,57,72,65,76,67,46,68,74,84,78,83,70,72,74,75,82,67,70,70,73,73,70,61,73,76,70,74,15,6,6,8.0,10.0
18226,50,30,45,43,28,52,29,26,29,54,65,64,62,50,62,25,53,54,58,26,46,48,45,38,33,43,41,48,49,13,9,9,12.0,10.0
16580,14,6,12,30,4,9,12,11,25,18,29,30,31,48,28,44,53,24,60,7,26,13,8,25,15,38,12,13,11,61,57,58,55.0,59.0
9022,56,35,48,58,32,63,48,38,54,62,84,75,78,62,69,48,65,74,56,42,73,62,59,48,43,55,61,65,66,12,14,5,10.0,7.0
521,78,73,51,79,76,78,79,76,80,81,69,68,72,78,76,87,69,82,74,81,80,76,77,82,82,80,75,76,74,8,10,12,6.0,9.0
10166,26,22,56,50,21,25,27,21,42,48,48,66,42,53,53,31,69,57,84,23,65,69,23,29,35,46,71,64,63,15,12,11,6.0,11.0
12973,10,6,20,30,7,22,31,10,32,25,36,30,45,45,30,49,60,30,65,5,34,21,7,43,20,31,9,21,20,63,62,65,66.0,63.0
8324,69,24,46,61,20,51,45,32,47,50,77,72,68,61,74,39,60,74,54,30,46,64,47,37,31,55,58,67,68,14,10,10,11.0,9.0
11457,61,54,42,60,55,63,57,54,54,61,80,79,76,58,68,58,63,72,64,54,55,53,57,57,54,54,55,59,56,13,13,13,8.0,9.0
11497,57,56,50,60,48,65,53,52,57,63,74,69,73,62,76,62,62,73,56,56,60,60,64,60,50,62,58,63,61,6,13,9,14.0,14.0
18687,13,5,10,23,5,5,12,13,27,15,27,23,38,31,53,37,42,26,52,8,16,8,5,28,17,30,7,11,13,50,51,49,44.0,52.0
1028,72,67,59,74,60,84,78,69,69,81,90,81,88,68,82,80,77,67,64,73,56,41,71,69,58,75,28,44,34,15,8,9,14.0,16.0
4793,57,72,68,67,54,72,58,40,58,72,80,82,71,65,68,70,86,77,83,62,65,40,68,66,56,66,42,40,38,7,10,7,7.0,7.0
16040,26,27,56,54,16,36,32,28,47,48,54,58,59,56,49,42,61,64,65,26,65,59,27,29,34,40,61,57,56,8,8,10,6.0,12.0
16861,55,59,41,55,42,60,42,30,36,60,65,65,67,40,65,61,49,70,55,50,33,23,55,55,52,47,16,25,22,9,6,10,9.0,15.0
8430,37,70,60,51,52,66,48,55,39,68,79,80,68,60,65,67,84,73,81,61,35,13,70,47,70,67,13,15,15,12,7,7,11.0,9.0
2860,63,37,73,65,52,63,48,30,62,64,51,52,55,72,54,59,68,64,77,40,82,73,50,57,31,62,72,74,73,14,15,6,7.0,6.0
7359,61,69,64,66,64,71,74,72,55,67,77,79,73,66,70,70,79,65,71,61,47,33,67,62,70,66,29,39,25,14,13,12,12.0,13.0
1591,65,72,39,80,42,68,66,66,73,82,58,66,68,81,72,70,58,72,71,71,59,53,71,82,59,81,54,58,59,15,6,8,7.0,12.0
4140,37,52,61,71,40,59,32,40,71,70,51,40,45,74,55,58,72,71,81,64,74,70,56,67,37,58,65,68,60,9,6,9,15.0,15.0
18470,38,38,35,57,38,54,43,43,58,50,61,67,65,54,78,54,32,55,43,31,36,29,47,53,40,54,32,35,43,9,8,11,5.0,7.0
11048,60,59,55,64,56,63,59,47,63,65,70,70,73,61,78,62,68,76,67,57,72,54,65,63,50,62,51,58,51,9,15,13,8.0,9.0
8786,38,26,69,60,28,40,37,29,50,47,56,54,42,54,43,47,72,62,74,34,69,61,29,27,48,60,66,70,65,6,10,12,10.0,10.0
17937,31,56,51,41,43,45,31,25,32,53,66,69,64,50,47,53,66,58,72,40,54,19,55,49,45,43,19,17,18,14,8,13,10.0,6.0
17275,52,28,41,52,26,54,48,32,40,51,66,66,55,52,57,28,52,62,60,28,56,52,48,40,31,42,50,56,50,7,9,13,9.0,7.0
11352,59,54,53,69,50,66,59,49,63,68,74,65,78,62,76,46,50,77,34,47,50,62,55,64,46,57,63,62,61,6,6,9,14.0,10.0
16331,20,17,60,44,23,22,24,21,30,45,42,70,37,44,41,39,65,52,74,22,60,52,25,25,36,46,56,61,57,10,6,10,7.0,15.0
5885,58,69,74,59,71,65,54,45,53,65,62,74,58,67,54,78,83,73,82,65,75,44,68,59,60,62,40,41,43,12,11,16,13.0,8.0
2586,70,43,55,71,34,71,43,39,66,68,77,73,71,71,75,37,71,68,63,29,53,72,54,60,47,55,72,74,73,12,11,6,15.0,8.0
6879,58,66,57,62,58,69,53,45,52,67,85,83,80,67,71,63,76,73,67,60,43,16,66,57,65,63,22,24,14,6,10,7,7.0,8.0
8607,58,53,39,60,63,73,70,61,50,71,93,87,90,58,90,61,50,68,33,40,45,20,56,57,63,76,23,27,26,15,9,12,11.0,6.0
6566,55,37,62,66,34,54,46,38,63,64,55,69,61,66,51,65,72,73,76,40,69,69,36,55,37,71,70,69,65,7,9,8,15.0,13.0
6244,13,8,15,27,8,12,15,14,26,16,16,27,25,55,22,51,53,22,60,9,26,7,8,27,15,25,8,11,18,70,69,68,68.0,70.0
675,83,61,51,79,45,83,77,43,74,80,86,84,85,73,83,65,69,80,55,58,66,73,75,75,55,65,73,76,74,9,6,13,8.0,11.0
8573,57,63,43,63,53,73,64,46,55,71,84,78,76,56,93,62,55,52,45,58,28,26,61,59,63,66,32,29,27,7,10,14,12.0,9.0
2146,71,54,67,68,54,69,65,40,67,68,75,75,69,71,63,71,79,76,74,59,72,71,73,62,49,68,71,76,69,11,7,6,10.0,14.0
6657,50,48,44,76,42,69,45,47,69,69,65,62,63,64,81,50,56,77,61,43,55,55,67,73,47,60,42,62,50,13,5,15,10.0,14.0
9493,50,40,63,63,42,57,50,48,65,59,51,49,59,63,59,54,68,68,73,47,74,66,42,60,55,63,67,65,64,11,13,14,7.0,15.0
13877,53,57,52,69,55,61,59,53,65,64,62,65,64,54,53,60,58,53,58,58,47,29,58,64,57,59,48,47,45,7,8,14,14.0,5.0
10701,62,58,48,64,52,65,55,55,60,65,70,75,67,55,59,66,63,73,69,50,70,49,64,63,55,66,42,45,44,13,12,10,11.0,14.0
16161,48,52,47,53,48,64,52,43,41,62,71,77,78,43,73,51,52,51,48,49,42,20,54,50,47,57,25,22,19,11,14,11,13.0,7.0
12874,47,39,66,59,27,51,36,37,50,51,61,62,60,53,72,52,73,60,72,45,70,63,30,51,43,44,60,63,60,15,12,6,11.0,12.0
14395,29,21,62,47,27,44,30,46,52,48,64,57,34,54,39,46,73,68,74,29,64,62,35,34,38,49,60,62,57,6,13,7,13.0,12.0
10899,57,59,59,68,51,64,63,41,66,66,67,68,69,62,68,65,60,57,51,55,61,52,65,65,52,62,45,54,60,8,7,13,12.0,13.0
16126,58,41,56,61,48,56,45,33,59,57,63,63,67,54,61,51,64,60,62,32,53,56,45,52,36,51,57,60,59,9,7,8,6.0,7.0
12496,57,38,58,61,44,57,61,57,58,60,68,66,67,60,74,62,67,72,66,56,57,61,48,57,45,62,61,59,59,6,7,5,8.0,8.0
15795,54,54,44,66,50,65,57,43,60,62,75,78,74,55,81,59,53,60,54,51,62,50,57,58,44,52,42,48,47,15,8,13,12.0,14.0
6179,60,67,60,68,61,70,67,58,58,69,83,77,75,70,78,68,78,89,69,66,64,27,72,69,61,64,38,32,25,14,12,13,16.0,12.0
9735,66,24,64,62,44,65,68,65,60,65,60,66,59,60,47,56,69,59,84,56,67,63,54,59,45,60,60,64,63,15,11,15,8.0,14.0
11609,64,47,50,63,32,62,59,36,62,60,75,76,83,57,75,46,64,65,59,48,65,56,56,58,44,56,58,60,58,14,14,15,10.0,5.0
121,69,75,49,90,76,83,86,79,88,90,72,67,77,79,83,82,65,68,64,80,29,64,76,91,56,80,63,66,59,6,8,6,12.0,11.0
6327,67,62,50,67,61,75,53,54,53,69,79,76,72,62,74,66,63,54,70,56,48,21,64,61,52,59,25,35,30,8,9,5,11.0,9.0
11717,54,34,63,57,37,55,40,37,56,56,62,60,55,61,64,62,75,70,78,30,68,61,31,54,39,57,62,64,63,7,10,15,8.0,13.0
4144,67,51,55,64,48,69,65,50,63,67,73,75,65,67,61,66,76,82,79,56,67,68,58,64,68,66,70,69,70,6,5,15,12.0,10.0
16627,13,14,19,37,12,14,13,19,35,23,36,34,35,54,45,42,57,25,60,13,27,14,7,42,26,40,9,18,14,57,56,56,55.0,61.0
16632,53,50,37,55,41,62,47,41,43,59,72,64,62,48,72,53,45,54,45,51,33,16,49,55,51,50,22,29,33,10,8,8,8.0,9.0
10644,56,56,54,68,54,66,63,66,66,68,53,54,63,60,50,65,64,72,74,57,55,62,65,66,46,61,57,57,50,6,7,9,10.0,11.0
7132,68,56,37,66,49,72,48,59,56,71,88,90,86,52,87,61,59,70,53,56,32,31,63,57,61,62,22,52,41,14,5,9,8.0,14.0
2892,77,70,38,77,77,74,78,77,75,77,67,47,76,74,77,80,55,76,61,79,52,53,73,74,68,68,45,53,51,12,10,9,9.0,9.0
5476,65,68,42,67,69,70,70,63,64,70,78,75,76,66,75,75,63,81,66,68,58,46,69,67,72,68,45,48,45,11,7,5,15.0,11.0
5852,56,67,74,65,66,68,69,50,61,68,58,55,64,66,46,75,77,62,74,66,70,40,74,65,69,72,35,40,43,16,15,16,8.0,10.0
16959,56,36,44,56,42,55,60,64,54,56,58,61,53,54,51,64,47,54,55,48,58,57,49,42,54,52,56,52,51,9,6,6,12.0,8.0
15631,55,59,57,53,54,57,58,54,43,57,70,67,68,56,70,60,63,46,57,56,65,31,59,57,62,58,44,35,33,15,8,16,8.0,13.0
13459,60,37,45,60,32,62,60,36,55,62,77,71,75,55,75,47,55,58,48,33,55,55,55,43,41,59,56,60,61,11,14,14,11.0,8.0
18332,11,9,15,29,9,12,11,13,14,13,28,23,26,46,33,41,52,22,60,8,25,12,11,20,12,22,19,13,12,50,55,54,52.0,49.0
16509,35,58,51,47,44,59,51,31,32,58,82,85,75,61,68,59,60,44,46,45,30,18,60,42,46,50,22,17,16,14,7,7,8.0,8.0
13194,60,35,50,55,30,59,62,60,40,58,74,76,64,61,67,63,63,71,59,47,59,56,50,48,39,51,54,57,60,6,11,7,14.0,13.0
11797,58,25,58,60,27,49,41,51,45,55,75,80,61,50,72,50,69,80,60,32,60,65,57,30,39,58,65,61,52,10,9,8,11.0,9.0
1678,65,71,58,69,65,77,61,39,47,76,92,88,90,78,85,70,82,71,74,64,46,31,75,67,65,73,34,22,40,15,7,6,9.0,14.0
559,41,24,84,74,21,59,28,40,70,69,63,75,64,78,62,29,85,67,79,34,77,80,35,53,41,75,83,80,77,14,8,11,12.0,14.0
10457,62,24,42,54,27,48,45,25,33,62,70,75,62,64,59,21,54,68,59,25,49,65,40,28,30,45,65,62,58,10,6,6,15.0,5.0
9234,61,35,49,62,38,54,43,38,49,60,80,84,80,60,57,33,67,67,64,35,53,60,35,51,41,57,61,63,63,6,12,6,10.0,6.0
8166,32,48,47,71,39,64,39,50,60,66,71,74,60,65,72,63,62,74,61,68,60,68,64,72,38,51,59,62,59,8,13,6,14.0,10.0
4457,32,69,74,60,48,75,51,74,52,71,85,86,72,63,72,67,81,70,58,68,49,33,70,66,60,63,36,38,30,9,10,13,14.0,15.0
18055,38,31,47,56,32,50,35,31,53,54,60,63,62,48,64,47,56,59,63,30,56,48,39,44,30,48,46,52,54,8,13,7,11.0,10.0
11555,32,62,58,56,53,63,40,32,34,65,71,73,66,61,82,66,80,53,85,56,68,20,65,50,56,68,16,20,18,15,5,8,6.0,12.0
17598,49,33,42,56,40,50,43,32,51,56,68,66,66,45,67,46,51,71,58,30,51,48,48,45,40,50,45,50,47,9,9,13,11.0,11.0
16882,10,6,13,15,8,9,10,11,15,17,15,15,38,36,35,44,43,20,52,6,26,8,8,39,19,35,6,10,12,59,57,58,59.0,57.0
9638,28,40,58,59,55,52,36,38,55,54,51,62,58,64,51,65,68,81,78,43,78,64,45,50,40,63,65,66,65,10,11,13,12.0,6.0
5228,49,51,58,70,44,61,53,47,67,65,67,70,59,65,69,55,70,76,71,49,76,68,55,58,45,62,70,73,67,7,14,8,6.0,6.0
15109,59,55,49,56,42,59,52,55,55,61,66,67,64,57,62,58,60,61,66,52,56,50,59,58,41,56,49,52,51,10,13,8,10.0,10.0
9877,65,43,44,62,21,70,44,55,40,65,70,72,52,55,77,61,43,74,42,55,47,60,43,59,61,47,61,60,61,9,12,7,14.0,7.0
12792,65,60,56,59,64,64,62,47,47,63,70,68,79,62,74,66,66,58,62,64,48,23,65,64,63,67,23,34,25,12,14,15,12.0,11.0
942,65,76,63,75,60,79,60,56,58,78,82,85,78,74,57,76,77,72,68,75,40,20,76,72,58,70,45,20,16,8,6,14,14.0,12.0
4033,49,44,75,72,41,62,42,49,70,71,63,67,66,70,64,58,79,65,73,49,79,68,49,65,48,64,64,74,67,13,8,11,10.0,7.0
12208,43,46,46,62,31,57,38,39,60,61,63,65,62,62,69,47,63,75,75,45,62,61,54,58,37,55,61,61,58,9,8,15,10.0,6.0
6462,67,64,65,70,60,67,64,60,68,71,71,65,70,67,62,69,77,70,72,70,65,63,63,65,53,65,62,65,64,6,11,7,14.0,10.0
12077,63,29,57,54,33,48,58,29,48,57,72,69,59,57,61,45,76,73,76,22,61,62,37,34,37,51,70,57,61,13,9,8,13.0,7.0
6836,62,32,61,64,36,61,51,39,50,64,69,68,64,60,67,52,69,69,64,44,70,65,58,38,45,63,62,70,70,15,8,9,11.0,14.0
13620,58,61,40,56,45,70,59,38,53,64,67,66,81,53,67,58,54,62,62,59,48,45,55,58,41,50,54,52,57,14,12,9,14.0,6.0
11459,53,62,53,62,48,67,44,51,58,69,75,69,83,64,67,57,61,62,53,58,57,56,55,60,45,57,43,55,53,15,12,7,14.0,5.0
11698,53,38,60,57,31,45,53,31,47,56,70,72,58,58,62,33,79,71,81,34,61,59,24,46,37,61,64,63,61,9,12,14,11.0,5.0
18709,36,33,45,57,33,41,37,31,51,47,61,67,58,47,70,49,43,55,48,38,51,39,54,43,40,39,32,41,41,5,7,5,7.0,14.0
9280,12,7,12,25,5,7,13,12,19,12,17,28,35,60,27,44,50,16,59,5,25,10,5,27,17,38,15,12,12,68,64,59,66.0,64.0
233,71,74,82,83,60,84,58,38,78,85,72,82,68,85,73,84,91,88,89,61,89,83,80,83,61,83,79,83,76,9,13,8,13.0,13.0
15876,28,59,54,45,45,59,36,31,34,57,69,69,58,64,62,60,57,53,53,49,34,14,63,40,60,49,14,10,16,11,11,15,8.0,15.0
6508,42,28,68,60,22,52,30,24,60,57,64,71,61,66,58,44,76,64,76,30,67,66,26,40,30,64,66,70,67,10,5,13,9.0,8.0
10570,11,15,11,36,14,16,10,12,38,23,27,30,28,64,37,47,56,33,67,12,39,22,13,53,14,52,16,16,15,65,64,62,64.0,65.0
18662,22,20,47,37,26,38,29,22,26,32,58,62,47,46,59,30,51,57,59,15,42,53,21,29,38,40,50,53,48,6,7,11,14.0,13.0
14334,61,57,44,62,54,67,45,47,57,60,74,67,70,52,64,65,45,62,44,43,29,24,52,47,58,55,27,35,28,10,8,11,10.0,12.0
3802,36,76,76,64,53,68,37,51,56,73,59,62,56,66,45,72,84,74,82,70,68,20,75,52,67,65,18,22,23,14,8,9,13.0,7.0
1345,74,71,60,78,58,78,75,76,82,77,72,68,74,74,72,78,75,78,74,80,73,55,75,77,77,73,53,67,60,13,11,12,15.0,13.0
246,71,74,74,78,70,74,78,76,78,76,59,56,63,82,59,84,80,87,83,80,89,83,72,72,62,75,83,84,78,7,9,10,13.0,15.0
12895,36,32,72,58,30,40,34,31,56,45,52,54,53,57,68,40,74,78,71,31,55,62,31,42,35,57,62,64,63,8,15,8,10.0,10.0
15808,29,68,58,45,55,58,54,30,44,55,55,55,58,49,59,60,61,55,60,54,35,18,65,50,65,50,22,19,17,10,6,10,8.0,8.0
16400,56,33,49,43,31,59,42,37,36,55,79,77,74,52,76,41,63,62,57,35,56,51,40,41,44,46,54,55,52,9,13,11,15.0,9.0
17946,12,5,11,23,6,9,11,11,24,18,26,23,28,41,38,41,49,22,58,5,26,11,8,33,10,40,8,12,13,54,55,55,52.0,55.0
11679,58,58,39,59,53,70,62,62,51,65,81,78,80,57,84,70,60,49,59,59,44,27,57,58,60,62,28,28,29,7,12,11,8.0,12.0
16364,14,8,15,23,6,9,11,10,26,13,28,24,40,44,44,45,48,23,52,7,20,10,8,26,16,30,9,11,12,60,56,60,57.0,61.0
12238,67,26,42,67,25,55,65,33,58,64,77,73,69,56,72,27,48,68,44,21,58,53,69,54,34,48,56,59,60,10,5,13,13.0,14.0
16025,50,38,55,55,35,55,46,43,52,53,72,72,60,58,67,49,74,58,72,40,57,54,42,46,42,55,56,57,55,14,5,15,12.0,6.0
3354,49,33,77,67,47,60,44,33,64,66,55,60,61,72,61,62,80,56,76,29,69,73,36,55,43,72,75,70,69,11,8,11,12.0,15.0
13859,35,55,53,60,52,59,50,37,51,58,81,88,68,62,62,68,82,68,85,54,73,44,59,62,59,50,37,44,34,9,10,13,11.0,6.0
8266,31,32,65,55,31,42,33,35,42,45,54,54,49,68,49,48,73,65,78,45,80,67,28,29,46,54,67,67,65,13,12,9,10.0,9.0
2868,53,66,57,78,52,79,73,60,75,80,62,58,74,72,69,59,62,46,56,74,59,63,64,74,43,66,50,67,60,9,14,13,15.0,10.0
2123,71,69,39,74,69,76,83,75,71,75,83,79,81,72,81,80,66,73,68,72,68,40,71,76,68,78,39,42,39,8,9,13,8.0,7.0
7772,28,19,65,59,15,38,20,21,59,49,41,54,52,66,59,42,68,57,79,18,68,67,26,42,22,61,71,69,64,13,7,14,16.0,13.0
4608,55,50,65,75,44,58,61,65,68,67,57,58,56,63,55,69,71,77,73,62,73,68,61,71,53,56,66,65,58,9,6,13,11.0,11.0
7382,32,26,72,65,37,40,32,36,56,55,34,33,33,63,32,41,76,79,91,24,65,63,30,35,45,60,66,67,67,6,6,11,13.0,8.0
9802,57,65,65,55,58,66,58,60,50,66,72,74,72,58,68,62,75,64,70,63,35,22,66,55,65,60,30,20,18,13,13,13,15.0,8.0
13764,53,56,36,57,43,64,32,34,49,61,87,87,88,51,90,45,65,65,67,40,50,48,58,50,44,50,50,55,51,6,10,13,8.0,14.0
10456,63,58,49,63,55,63,40,43,55,66,72,72,68,59,63,56,65,70,67,52,49,58,56,51,55,55,59,62,56,13,12,11,14.0,14.0
5521,62,73,50,63,66,72,51,45,55,69,71,72,67,69,75,68,52,59,42,69,29,25,71,62,58,63,21,35,33,7,11,14,15.0,15.0
6662,62,67,64,64,58,69,42,48,45,69,80,80,70,68,68,69,76,70,65,65,33,40,67,63,58,61,35,31,24,10,6,6,9.0,12.0
